,平均气温(℃),降水量(mm),平均海平面气压(hPa),平均风速(knots),平均能见度(km),最低气温极值(℃),最高气温极值(℃),最大单日降水量(mm),最大瞬时风速极值(knots),最大能见度(km),最小能见度(km)
0,-0.8012128237631988,-0.6246677523559354,-0.07166542639143451,1.3552699063074545,-3.307038513983799e-16,-1.1280761032420308,-0.4566479896871744,-0.6611558677242404,1.2332254109126306,5.383990607304399e-16,-2.0967587123009397e-16
1,0.969095949160537,-0.34949115316899154,-0.4453119361787966,-1.2568947902032497,-1.3515603006291255,1.1470883750675918,0.5654116649378962,-0.17454796720388394,8.472342147946895e-16,-1.0532628543518026,0.12186592226379889
2,-3.042949244874357,-0.6246087230433631,-4.340958454763264e-14,0.46456700442685445,-3.307038513983799e-16,-2.534389365099212,-3.097248303751449,-0.6606322624941694,8.472342147946895e-16,5.383990607304399e-16,-2.0967587123009397e-16
3,0.10737333514818302,1.0412968599339785,2.0483531151242302,-0.5742244092756109,0.2584919993873989,-0.33549017529456526,0.8419737130659055,1.3902185425864784,0.4882742135038648,0.7929386796469758,-1.0316474029926985
4,0.1638801826402682,-0.6246677523559354,1.4526188706041787,0.8924877605216429,0.055225695900554025,0.5116575859669007,-0.12753249371836814,-0.6611558677242404,8.472342147946895e-16,0.2417411179806614,-1.2918009993540884
5,0.29239345415292706,-0.6246677523559354,-0.4928291487326429,0.333820308600135,2.157519855590749,0.07437425879921858,0.4916597654107862,-0.6611558677242404,8.472342147946895e-16,2.853277489665504,-0.5799683234981664
6,0.969095949160537,-0.34949115316899154,-0.4453119361787966,-1.2568947902032497,-1.3515603006291255,1.1470883750675918,0.5654116649378962,-0.17454796720388394,8.472342147946895e-16,-1.0532628543518026,0.12186592226379889
7,-0.6299646304358233,-0.6240178816577713,-2.0717158140824825,1.8141847918220748,-3.307038513983799e-16,-0.5669462335542435,-0.8454418048493018,-0.6586853588368464,1.4860091556431063,5.383990607304399e-16,-2.0967587123009397e-16
8,0.6835897755293033,2.565980565727369,-0.13743356831257433,-1.3185803852152103,1.615985000161879,0.46839492365716306,0.7011315666229128,2.7442710888207182,0.7729682153184647,0.8046002823853682,1.5615009887090476
9,0.2472375440378804,0.36702999000122016,1.2489736739447008,-0.012481835478796943,1.1684275231326624,0.20642508136432688,0.37888739777301805,0.16168755131039536,-1.1968371917322143,0.33622996361112845,0.5828629831375608
10,0.9240977619597621,1.6929930371962427,-1.0856778297971201,-1.3901165757358689,-0.6312529752076238,0.9868508296280558,0.6936768249373008,1.1017012073756016,8.472342147946895e-16,-0.5699493493810724,0.16050403538482572
11,-0.34903318939087324,-0.5963527800400148,-4.340958454763264e-14,0.26506506548212294,-0.735413824130613,-0.8764106466262689,0.18925813198225225,-0.4236854957332064,-0.6328432707062024,-0.697890591198417,-0.9524445612692444
12,0.02520270206475343,-0.6246677523559354,-4.340958454763264e-14,-0.03466309936636496,-0.5559838081905573,-0.08081121845283483,0.6498824001210527,-0.6611558677242404,0.5508193656315236,-0.7497185477859444,-1.1261859777977656
13,0.4411932346101025,-0.6246677523559354,-4.340958454763264e-14,0.7184610483180652,-0.6298788653862027,0.9802443127183069,-0.5504225377827298,-0.6611558677242404,-2.7016158985711707,-0.9047033362205952,2.433447413152929
